index,sub_index,source,theme,all_messages,message_evaluation,Fatalism_DivineControl,Fatalism_Luck,Fatalism_Internality-R,Fatalism_General
450,sub100,AI,Migrant Workers,clarity_ai_mw_04_1,3,4.83,3.75,2.4,4.5
567,sub100,AI,Migrant Workers,clarity_ai_mw_05_1,4,4.83,3.75,2.4,4.5
684,sub100,AI,Women Drivers,clarity_ai_wd_01_1,4,4.83,3.75,2.4,4.5
801,sub100,AI,Women Drivers,clarity_ai_wd_02_1,4,4.83,3.75,2.4,4.5
918,sub100,AI,Women Drivers,clarity_ai_wd_03_1,3,4.83,3.75,2.4,4.5
1035,sub100,AI,Women Drivers,clarity_ai_wd_04_1,3,4.83,3.75,2.4,4.5
1152,sub100,AI,Women Drivers,clarity_ai_wd_05_1,2,4.83,3.75,2.4,4.5
1269,sub100,AI,Young Drivers,clarity_ai_yd_01_1,3,4.83,3.75,2.4,4.5
1386,sub100,AI,Young Drivers,clarity_ai_yd_02_1,2,4.83,3.75,2.4,4.5
1503,sub100,AI,Young Drivers,clarity_ai_yd_03_1,2,4.83,3.75,2.4,4.5
1620,sub100,AI,Young Drivers,clarity_ai_yd_04_1,3,4.83,3.75,2.4,4.5
1737,sub100,AI,Young Drivers,clarity_ai_yd_05_1,3,4.83,3.75,2.4,4.5
1854,sub100,Human,Migrant Workers,clarity_hum_mw_01_1,4,4.83,3.75,2.4,4.5
1971,sub100,Human,Migrant Workers,clarity_hum_mw_02_1,3,4.83,3.75,2.4,4.5
2088,sub100,Human,Migrant Workers,clarity_hum_mw_03_1,4,4.83,3.75,2.4,4.5
2205,sub100,Human,Migrant Workers,clarity_hum_mw_04_1,2,4.83,3.75,2.4,4.5
2322,sub100,Human,Migrant Workers,clarity_hum_mw_05_1,4,4.83,3.75,2.4,4.5
2439,sub100,Human,Women Drivers,clarity_hum_wd_01_1,3,4.83,3.75,2.4,4.5
2556,sub100,Human,Women Drivers,clarity_hum_wd_02_1,3,4.83,3.75,2.4,4.5
2673,sub100,Human,Women Drivers,clarity_hum_wd_03_1,2,4.83,3.75,2.4,4.5
2790,sub100,Human,Women Drivers,clarity_hum_wd_04_1,5,4.83,3.75,2.4,4.5
2907,sub100,Human,Women Drivers,clarity_hum_wd_05_1,4,4.83,3.75,2.4,4.5
3024,sub100,Human,Young Drivers,clarity_hum_yd_01_1,2,4.83,3.75,2.4,4.5
3141,sub100,Human,Young Drivers,clarity_hum_yd_02_1,2,4.83,3.75,2.4,4.5
3258,sub100,Human,Young Drivers,clarity_hum_yd_03_1,3,4.83,3.75,2.4,4.5
3375,sub100,Human,Young Drivers,clarity_hum_yd_04_1,1,4.83,3.75,2.4,4.5
3492,sub100,Human,Young Drivers,clarity_hum_yd_05_1,4,4.83,3.75,2.4,4.5
100,sub101,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,4.33,1.75,2.8,2.5
217,sub101,AI,Migrant Workers,clarity_ai_mw_02_1,4,4.33,1.75,2.8,2.5
334,sub101,AI,Migrant Workers,clarity_ai_mw_03_1,3,4.33,1.75,2.8,2.5
451,sub101,AI,Migrant Workers,clarity_ai_mw_04_1,3,4.33,1.75,2.8,2.5
568,sub101,AI,Migrant Workers,clarity_ai_mw_05_1,4,4.33,1.75,2.8,2.5
685,sub101,AI,Women Drivers,clarity_ai_wd_01_1,3,4.33,1.75,2.8,2.5
802,sub101,AI,Women Drivers,clarity_ai_wd_02_1,2,4.33,1.75,2.8,2.5
919,sub101,AI,Women Drivers,clarity_ai_wd_03_1,3,4.33,1.75,2.8,2.5
1036,sub101,AI,Women Drivers,clarity_ai_wd_04_1,3,4.33,1.75,2.8,2.5
1153,sub101,AI,Women Drivers,clarity_ai_wd_05_1,1,4.33,1.75,2.8,2.5
1270,sub101,AI,Young Drivers,clarity_ai_yd_01_1,2,4.33,1.75,2.8,2.5
1387,sub101,AI,Young Drivers,clarity_ai_yd_02_1,3,4.33,1.75,2.8,2.5
1504,sub101,AI,Young Drivers,clarity_ai_yd_03_1,4,4.33,1.75,2.8,2.5
1621,sub101,AI,Young Drivers,clarity_ai_yd_04_1,2,4.33,1.75,2.8,2.5
1738,sub101,AI,Young Drivers,clarity_ai_yd_05_1,3,4.33,1.75,2.8,2.5
1855,sub101,Human,Migrant Workers,clarity_hum_mw_01_1,4,4.33,1.75,2.8,2.5
1972,sub101,Human,Migrant Workers,clarity_hum_mw_02_1,4,4.33,1.75,2.8,2.5
2089,sub101,Human,Migrant Workers,clarity_hum_mw_03_1,2,4.33,1.75,2.8,2.5
2206,sub101,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.33,1.75,2.8,2.5
2323,sub101,Human,Migrant Workers,clarity_hum_mw_05_1,3,4.33,1.75,2.8,2.5
2440,sub101,Human,Women Drivers,clarity_hum_wd_01_1,4,4.33,1.75,2.8,2.5
2557,sub101,Human,Women Drivers,clarity_hum_wd_02_1,4,4.33,1.75,2.8,2.5
2674,sub101,Human,Women Drivers,clarity_hum_wd_03_1,3,4.33,1.75,2.8,2.5
2791,sub101,Human,Women Drivers,clarity_hum_wd_04_1,3,4.33,1.75,2.8,2.5
2908,sub101,Human,Women Drivers,clarity_hum_wd_05_1,5,4.33,1.75,2.8,2.5
3025,sub101,Human,Young Drivers,clarity_hum_yd_01_1,5,4.33,1.75,2.8,2.5
3142,sub101,Human,Young Drivers,clarity_hum_yd_02_1,3,4.33,1.75,2.8,2.5
3259,sub101,Human,Young Drivers,clarity_hum_yd_03_1,3,4.33,1.75,2.8,2.5
3376,sub101,Human,Young Drivers,clarity_hum_yd_04_1,1,4.33,1.75,2.8,2.5
3493,sub101,Human,Young Drivers,clarity_hum_yd_05_1,2,4.33,1.75,2.8,2.5
101,sub102,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,3.0,2.25,1.6,2.75
218,sub102,AI,Migrant Workers,clarity_ai_mw_02_1,5,3.0,2.25,1.6,2.75
335,sub102,AI,Migrant Workers,clarity_ai_mw_03_1,5,3.0,2.25,1.6,2.75
452,sub102,AI,Migrant Workers,clarity_ai_mw_04_1,5,3.0,2.25,1.6,2.75
569,sub102,AI,Migrant Workers,clarity_ai_mw_05_1,5,3.0,2.25,1.6,2.75
686,sub102,AI,Women Drivers,clarity_ai_wd_01_1,5,3.0,2.25,1.6,2.75
803,sub102,AI,Women Drivers,clarity_ai_wd_02_1,5,3.0,2.25,1.6,2.75
920,sub102,AI,Women Drivers,clarity_ai_wd_03_1,5,3.0,2.25,1.6,2.75
1037,sub102,AI,Women Drivers,clarity_ai_wd_04_1,5,3.0,2.25,1.6,2.75
1154,sub102,AI,Women Drivers,clarity_ai_wd_05_1,5,3.0,2.25,1.6,2.75
1271,sub102,AI,Young Drivers,clarity_ai_yd_01_1,5,3.0,2.25,1.6,2.75
1388,sub102,AI,Young Drivers,clarity_ai_yd_02_1,5,3.0,2.25,1.6,2.75
1505,sub102,AI,Young Drivers,clarity_ai_yd_03_1,5,3.0,2.25,1.6,2.75
1622,sub102,AI,Young Drivers,clarity_ai_yd_04_1,5,3.0,2.25,1.6,2.75
1739,sub102,AI,Young Drivers,clarity_ai_yd_05_1,5,3.0,2.25,1.6,2.75
1856,sub102,Human,Migrant Workers,clarity_hum_mw_01_1,5,3.0,2.25,1.6,2.75
1973,sub102,Human,Migrant Workers,clarity_hum_mw_02_1,5,3.0,2.25,1.6,2.75
2090,sub102,Human,Migrant Workers,clarity_hum_mw_03_1,5,3.0,2.25,1.6,2.75
2207,sub102,Human,Migrant Workers,clarity_hum_mw_04_1,5,3.0,2.25,1.6,2.75
2324,sub102,Human,Migrant Workers,clarity_hum_mw_05_1,5,3.0,2.25,1.6,2.75
2441,sub102,Human,Women Drivers,clarity_hum_wd_01_1,5,3.0,2.25,1.6,2.75
2558,sub102,Human,Women Drivers,clarity_hum_wd_02_1,5,3.0,2.25,1.6,2.75
2675,sub102,Human,Women Drivers,clarity_hum_wd_03_1,4,3.0,2.25,1.6,2.75
2792,sub102,Human,Women Drivers,clarity_hum_wd_04_1,5,3.0,2.25,1.6,2.75
2909,sub102,Human,Women Drivers,clarity_hum_wd_05_1,5,3.0,2.25,1.6,2.75
3026,sub102,Human,Young Drivers,clarity_hum_yd_01_1,5,3.0,2.25,1.6,2.75
3143,sub102,Human,Young Drivers,clarity_hum_yd_02_1,5,3.0,2.25,1.6,2.75
3260,sub102,Human,Young Drivers,clarity_hum_yd_03_1,5,3.0,2.25,1.6,2.75
3377,sub102,Human,Young Drivers,clarity_hum_yd_04_1,5,3.0,2.25,1.6,2.75
3494,sub102,Human,Young Drivers,clarity_hum_yd_05_1,5,3.0,2.25,1.6,2.75
102,sub103,AI,Migrant Workers,clarity_ai_mw_01_1 ,3,2.83,3.25,3.0,3.0
219,sub103,AI,Migrant Workers,clarity_ai_mw_02_1,4,2.83,3.25,3.0,3.0
336,sub103,AI,Migrant Workers,clarity_ai_mw_03_1,3,2.83,3.25,3.0,3.0
453,sub103,AI,Migrant Workers,clarity_ai_mw_04_1,4,2.83,3.25,3.0,3.0
570,sub103,AI,Migrant Workers,clarity_ai_mw_05_1,3,2.83,3.25,3.0,3.0
687,sub103,AI,Women Drivers,clarity_ai_wd_01_1,4,2.83,3.25,3.0,3.0
804,sub103,AI,Women Drivers,clarity_ai_wd_02_1,3,2.83,3.25,3.0,3.0
921,sub103,AI,Women Drivers,clarity_ai_wd_03_1,3,2.83,3.25,3.0,3.0
1038,sub103,AI,Women Drivers,clarity_ai_wd_04_1,5,2.83,3.25,3.0,3.0
1155,sub103,AI,Women Drivers,clarity_ai_wd_05_1,4,2.83,3.25,3.0,3.0
1272,sub103,AI,Young Drivers,clarity_ai_yd_01_1,3,2.83,3.25,3.0,3.0
1389,sub103,AI,Young Drivers,clarity_ai_yd_02_1,4,2.83,3.25,3.0,3.0
1506,sub103,AI,Young Drivers,clarity_ai_yd_03_1,2,2.83,3.25,3.0,3.0
1623,sub103,AI,Young Drivers,clarity_ai_yd_04_1,3,2.83,3.25,3.0,3.0
1740,sub103,AI,Young Drivers,clarity_ai_yd_05_1,5,2.83,3.25,3.0,3.0
1857,sub103,Human,Migrant Workers,clarity_hum_mw_01_1,5,2.83,3.25,3.0,3.0
1974,sub103,Human,Migrant Workers,clarity_hum_mw_02_1,5,2.83,3.25,3.0,3.0
2091,sub103,Human,Migrant Workers,clarity_hum_mw_03_1,3,2.83,3.25,3.0,3.0
2208,sub103,Human,Migrant Workers,clarity_hum_mw_04_1,5,2.83,3.25,3.0,3.0
2325,sub103,Human,Migrant Workers,clarity_hum_mw_05_1,3,2.83,3.25,3.0,3.0
2442,sub103,Human,Women Drivers,clarity_hum_wd_01_1,4,2.83,3.25,3.0,3.0
2559,sub103,Human,Women Drivers,clarity_hum_wd_02_1,4,2.83,3.25,3.0,3.0
2676,sub103,Human,Women Drivers,clarity_hum_wd_03_1,3,2.83,3.25,3.0,3.0
2793,sub103,Human,Women Drivers,clarity_hum_wd_04_1,5,2.83,3.25,3.0,3.0
2910,sub103,Human,Women Drivers,clarity_hum_wd_05_1,4,2.83,3.25,3.0,3.0
3027,sub103,Human,Young Drivers,clarity_hum_yd_01_1,4,2.83,3.25,3.0,3.0
3144,sub103,Human,Young Drivers,clarity_hum_yd_02_1,5,2.83,3.25,3.0,3.0
3261,sub103,Human,Young Drivers,clarity_hum_yd_03_1,2,2.83,3.25,3.0,3.0
3378,sub103,Human,Young Drivers,clarity_hum_yd_04_1,2,2.83,3.25,3.0,3.0
3495,sub103,Human,Young Drivers,clarity_hum_yd_05_1,4,2.83,3.25,3.0,3.0
103,sub104,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,4.0,4.0,2.0,4.0
220,sub104,AI,Migrant Workers,clarity_ai_mw_02_1,3,4.0,4.0,2.0,4.0
337,sub104,AI,Migrant Workers,clarity_ai_mw_03_1,3,4.0,4.0,2.0,4.0
454,sub104,AI,Migrant Workers,clarity_ai_mw_04_1,3,4.0,4.0,2.0,4.0
571,sub104,AI,Migrant Workers,clarity_ai_mw_05_1,3,4.0,4.0,2.0,4.0
688,sub104,AI,Women Drivers,clarity_ai_wd_01_1,3,4.0,4.0,2.0,4.0
805,sub104,AI,Women Drivers,clarity_ai_wd_02_1,3,4.0,4.0,2.0,4.0
922,sub104,AI,Women Drivers,clarity_ai_wd_03_1,3,4.0,4.0,2.0,4.0
1039,sub104,AI,Women Drivers,clarity_ai_wd_04_1,3,4.0,4.0,2.0,4.0
1156,sub104,AI,Women Drivers,clarity_ai_wd_05_1,3,4.0,4.0,2.0,4.0
1273,sub104,AI,Young Drivers,clarity_ai_yd_01_1,3,4.0,4.0,2.0,4.0
1390,sub104,AI,Young Drivers,clarity_ai_yd_02_1,3,4.0,4.0,2.0,4.0
1507,sub104,AI,Young Drivers,clarity_ai_yd_03_1,3,4.0,4.0,2.0,4.0
1624,sub104,AI,Young Drivers,clarity_ai_yd_04_1,4,4.0,4.0,2.0,4.0
1741,sub104,AI,Young Drivers,clarity_ai_yd_05_1,4,4.0,4.0,2.0,4.0
1858,sub104,Human,Migrant Workers,clarity_hum_mw_01_1,3,4.0,4.0,2.0,4.0
1975,sub104,Human,Migrant Workers,clarity_hum_mw_02_1,3,4.0,4.0,2.0,4.0
2092,sub104,Human,Migrant Workers,clarity_hum_mw_03_1,3,4.0,4.0,2.0,4.0
2209,sub104,Human,Migrant Workers,clarity_hum_mw_04_1,4,4.0,4.0,2.0,4.0
2326,sub104,Human,Migrant Workers,clarity_hum_mw_05_1,3,4.0,4.0,2.0,4.0
2443,sub104,Human,Women Drivers,clarity_hum_wd_01_1,5,4.0,4.0,2.0,4.0
2560,sub104,Human,Women Drivers,clarity_hum_wd_02_1,4,4.0,4.0,2.0,4.0
2677,sub104,Human,Women Drivers,clarity_hum_wd_03_1,3,4.0,4.0,2.0,4.0
2794,sub104,Human,Women Drivers,clarity_hum_wd_04_1,3,4.0,4.0,2.0,4.0
2911,sub104,Human,Women Drivers,clarity_hum_wd_05_1,1,4.0,4.0,2.0,4.0
3028,sub104,Human,Young Drivers,clarity_hum_yd_01_1,5,4.0,4.0,2.0,4.0
3145,sub104,Human,Young Drivers,clarity_hum_yd_02_1,3,4.0,4.0,2.0,4.0
3262,sub104,Human,Young Drivers,clarity_hum_yd_03_1,3,4.0,4.0,2.0,4.0
3379,sub104,Human,Young Drivers,clarity_hum_yd_04_1,3,4.0,4.0,2.0,4.0
3496,sub104,Human,Young Drivers,clarity_hum_yd_05_1,5,4.0,4.0,2.0,4.0
104,sub105,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,4.67,3.25,1.6,4.0
221,sub105,AI,Migrant Workers,clarity_ai_mw_02_1,4,4.67,3.25,1.6,4.0
338,sub105,AI,Migrant Workers,clarity_ai_mw_03_1,5,4.67,3.25,1.6,4.0
455,sub105,AI,Migrant Workers,clarity_ai_mw_04_1,4,4.67,3.25,1.6,4.0
572,sub105,AI,Migrant Workers,clarity_ai_mw_05_1,3,4.67,3.25,1.6,4.0
689,sub105,AI,Women Drivers,clarity_ai_wd_01_1,4,4.67,3.25,1.6,4.0
806,sub105,AI,Women Drivers,clarity_ai_wd_02_1,4,4.67,3.25,1.6,4.0
923,sub105,AI,Women Drivers,clarity_ai_wd_03_1,3,4.67,3.25,1.6,4.0
1040,sub105,AI,Women Drivers,clarity_ai_wd_04_1,5,4.67,3.25,1.6,4.0
1157,sub105,AI,Women Drivers,clarity_ai_wd_05_1,3,4.67,3.25,1.6,4.0
1274,sub105,AI,Young Drivers,clarity_ai_yd_01_1,5,4.67,3.25,1.6,4.0
1391,sub105,AI,Young Drivers,clarity_ai_yd_02_1,5,4.67,3.25,1.6,4.0
1508,sub105,AI,Young Drivers,clarity_ai_yd_03_1,5,4.67,3.25,1.6,4.0
1625,sub105,AI,Young Drivers,clarity_ai_yd_04_1,3,4.67,3.25,1.6,4.0
1742,sub105,AI,Young Drivers,clarity_ai_yd_05_1,4,4.67,3.25,1.6,4.0
1859,sub105,Human,Migrant Workers,clarity_hum_mw_01_1,3,4.67,3.25,1.6,4.0
1976,sub105,Human,Migrant Workers,clarity_hum_mw_02_1,5,4.67,3.25,1.6,4.0
2093,sub105,Human,Migrant Workers,clarity_hum_mw_03_1,5,4.67,3.25,1.6,4.0
2210,sub105,Human,Migrant Workers,clarity_hum_mw_04_1,3,4.67,3.25,1.6,4.0
2327,sub105,Human,Migrant Workers,clarity_hum_mw_05_1,4,4.67,3.25,1.6,4.0
2444,sub105,Human,Women Drivers,clarity_hum_wd_01_1,3,4.67,3.25,1.6,4.0
2561,sub105,Human,Women Drivers,clarity_hum_wd_02_1,5,4.67,3.25,1.6,4.0
2678,sub105,Human,Women Drivers,clarity_hum_wd_03_1,5,4.67,3.25,1.6,4.0
2795,sub105,Human,Women Drivers,clarity_hum_wd_04_1,4,4.67,3.25,1.6,4.0
2912,sub105,Human,Women Drivers,clarity_hum_wd_05_1,4,4.67,3.25,1.6,4.0
3029,sub105,Human,Young Drivers,clarity_hum_yd_01_1,5,4.67,3.25,1.6,4.0
3146,sub105,Human,Young Drivers,clarity_hum_yd_02_1,5,4.67,3.25,1.6,4.0
3263,sub105,Human,Young Drivers,clarity_hum_yd_03_1,3,4.67,3.25,1.6,4.0
3380,sub105,Human,Young Drivers,clarity_hum_yd_04_1,4,4.67,3.25,1.6,4.0
3497,sub105,Human,Young Drivers,clarity_hum_yd_05_1,4,4.67,3.25,1.6,4.0
105,sub106,AI,Migrant Workers,clarity_ai_mw_01_1 ,2,5.0,1.75,2.2,4.0
222,sub106,AI,Migrant Workers,clarity_ai_mw_02_1,2,5.0,1.75,2.2,4.0
339,sub106,AI,Migrant Workers,clarity_ai_mw_03_1,3,5.0,1.75,2.2,4.0
456,sub106,AI,Migrant Workers,clarity_ai_mw_04_1,2,5.0,1.75,2.2,4.0
573,sub106,AI,Migrant Workers,clarity_ai_mw_05_1,2,5.0,1.75,2.2,4.0
690,sub106,AI,Women Drivers,clarity_ai_wd_01_1,3,5.0,1.75,2.2,4.0
807,sub106,AI,Women Drivers,clarity_ai_wd_02_1,4,5.0,1.75,2.2,4.0
924,sub106,AI,Women Drivers,clarity_ai_wd_03_1,2,5.0,1.75,2.2,4.0
1041,sub106,AI,Women Drivers,clarity_ai_wd_04_1,2,5.0,1.75,2.2,4.0
1158,sub106,AI,Women Drivers,clarity_ai_wd_05_1,2,5.0,1.75,2.2,4.0
1275,sub106,AI,Young Drivers,clarity_ai_yd_01_1,4,5.0,1.75,2.2,4.0
1392,sub106,AI,Young Drivers,clarity_ai_yd_02_1,2,5.0,1.75,2.2,4.0
1509,sub106,AI,Young Drivers,clarity_ai_yd_03_1,4,5.0,1.75,2.2,4.0
1626,sub106,AI,Young Drivers,clarity_ai_yd_04_1,3,5.0,1.75,2.2,4.0
1743,sub106,AI,Young Drivers,clarity_ai_yd_05_1,2,5.0,1.75,2.2,4.0
1860,sub106,Human,Migrant Workers,clarity_hum_mw_01_1,2,5.0,1.75,2.2,4.0
1977,sub106,Human,Migrant Workers,clarity_hum_mw_02_1,1,5.0,1.75,2.2,4.0
2094,sub106,Human,Migrant Workers,clarity_hum_mw_03_1,2,5.0,1.75,2.2,4.0
2211,sub106,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,1.75,2.2,4.0
2328,sub106,Human,Migrant Workers,clarity_hum_mw_05_1,3,5.0,1.75,2.2,4.0
2445,sub106,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,1.75,2.2,4.0
2562,sub106,Human,Women Drivers,clarity_hum_wd_02_1,2,5.0,1.75,2.2,4.0
2679,sub106,Human,Women Drivers,clarity_hum_wd_03_1,2,5.0,1.75,2.2,4.0
2796,sub106,Human,Women Drivers,clarity_hum_wd_04_1,3,5.0,1.75,2.2,4.0
2913,sub106,Human,Women Drivers,clarity_hum_wd_05_1,5,5.0,1.75,2.2,4.0
3030,sub106,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,1.75,2.2,4.0
3147,sub106,Human,Young Drivers,clarity_hum_yd_02_1,2,5.0,1.75,2.2,4.0
3264,sub106,Human,Young Drivers,clarity_hum_yd_03_1,4,5.0,1.75,2.2,4.0
3381,sub106,Human,Young Drivers,clarity_hum_yd_04_1,2,5.0,1.75,2.2,4.0
3498,sub106,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,1.75,2.2,4.0
106,sub107,AI,Migrant Workers,clarity_ai_mw_01_1 ,3,4.17,3.5,1.4,3.0
223,sub107,AI,Migrant Workers,clarity_ai_mw_02_1,4,4.17,3.5,1.4,3.0
340,sub107,AI,Migrant Workers,clarity_ai_mw_03_1,5,4.17,3.5,1.4,3.0
457,sub107,AI,Migrant Workers,clarity_ai_mw_04_1,5,4.17,3.5,1.4,3.0
574,sub107,AI,Migrant Workers,clarity_ai_mw_05_1,5,4.17,3.5,1.4,3.0
691,sub107,AI,Women Drivers,clarity_ai_wd_01_1,5,4.17,3.5,1.4,3.0
808,sub107,AI,Women Drivers,clarity_ai_wd_02_1,5,4.17,3.5,1.4,3.0
925,sub107,AI,Women Drivers,clarity_ai_wd_03_1,4,4.17,3.5,1.4,3.0
1042,sub107,AI,Women Drivers,clarity_ai_wd_04_1,3,4.17,3.5,1.4,3.0
1159,sub107,AI,Women Drivers,clarity_ai_wd_05_1,5,4.17,3.5,1.4,3.0
1276,sub107,AI,Young Drivers,clarity_ai_yd_01_1,4,4.17,3.5,1.4,3.0
1393,sub107,AI,Young Drivers,clarity_ai_yd_02_1,5,4.17,3.5,1.4,3.0
1510,sub107,AI,Young Drivers,clarity_ai_yd_03_1,3,4.17,3.5,1.4,3.0
1627,sub107,AI,Young Drivers,clarity_ai_yd_04_1,5,4.17,3.5,1.4,3.0
1744,sub107,AI,Young Drivers,clarity_ai_yd_05_1,2,4.17,3.5,1.4,3.0
1861,sub107,Human,Migrant Workers,clarity_hum_mw_01_1,5,4.17,3.5,1.4,3.0
1978,sub107,Human,Migrant Workers,clarity_hum_mw_02_1,5,4.17,3.5,1.4,3.0
2095,sub107,Human,Migrant Workers,clarity_hum_mw_03_1,5,4.17,3.5,1.4,3.0
2212,sub107,Human,Migrant Workers,clarity_hum_mw_04_1,5,4.17,3.5,1.4,3.0
2329,sub107,Human,Migrant Workers,clarity_hum_mw_05_1,4,4.17,3.5,1.4,3.0
2446,sub107,Human,Women Drivers,clarity_hum_wd_01_1,5,4.17,3.5,1.4,3.0
2563,sub107,Human,Women Drivers,clarity_hum_wd_02_1,5,4.17,3.5,1.4,3.0
2680,sub107,Human,Women Drivers,clarity_hum_wd_03_1,5,4.17,3.5,1.4,3.0
2797,sub107,Human,Women Drivers,clarity_hum_wd_04_1,5,4.17,3.5,1.4,3.0
2914,sub107,Human,Women Drivers,clarity_hum_wd_05_1,5,4.17,3.5,1.4,3.0
3031,sub107,Human,Young Drivers,clarity_hum_yd_01_1,5,4.17,3.5,1.4,3.0
3148,sub107,Human,Young Drivers,clarity_hum_yd_02_1,5,4.17,3.5,1.4,3.0
3265,sub107,Human,Young Drivers,clarity_hum_yd_03_1,4,4.17,3.5,1.4,3.0
3382,sub107,Human,Young Drivers,clarity_hum_yd_04_1,5,4.17,3.5,1.4,3.0
3499,sub107,Human,Young Drivers,clarity_hum_yd_05_1,5,4.17,3.5,1.4,3.0
107,sub108,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,5.0,2.0,2.8,3.5
224,sub108,AI,Migrant Workers,clarity_ai_mw_02_1,3,5.0,2.0,2.8,3.5
341,sub108,AI,Migrant Workers,clarity_ai_mw_03_1,5,5.0,2.0,2.8,3.5
458,sub108,AI,Migrant Workers,clarity_ai_mw_04_1,3,5.0,2.0,2.8,3.5
575,sub108,AI,Migrant Workers,clarity_ai_mw_05_1,4,5.0,2.0,2.8,3.5
692,sub108,AI,Women Drivers,clarity_ai_wd_01_1,4,5.0,2.0,2.8,3.5
809,sub108,AI,Women Drivers,clarity_ai_wd_02_1,4,5.0,2.0,2.8,3.5
926,sub108,AI,Women Drivers,clarity_ai_wd_03_1,3,5.0,2.0,2.8,3.5
1043,sub108,AI,Women Drivers,clarity_ai_wd_04_1,4,5.0,2.0,2.8,3.5
1160,sub108,AI,Women Drivers,clarity_ai_wd_05_1,5,5.0,2.0,2.8,3.5
1277,sub108,AI,Young Drivers,clarity_ai_yd_01_1,4,5.0,2.0,2.8,3.5
1394,sub108,AI,Young Drivers,clarity_ai_yd_02_1,4,5.0,2.0,2.8,3.5
1511,sub108,AI,Young Drivers,clarity_ai_yd_03_1,5,5.0,2.0,2.8,3.5
1628,sub108,AI,Young Drivers,clarity_ai_yd_04_1,3,5.0,2.0,2.8,3.5
1745,sub108,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,2.0,2.8,3.5
1862,sub108,Human,Migrant Workers,clarity_hum_mw_01_1,4,5.0,2.0,2.8,3.5
1979,sub108,Human,Migrant Workers,clarity_hum_mw_02_1,4,5.0,2.0,2.8,3.5
2096,sub108,Human,Migrant Workers,clarity_hum_mw_03_1,5,5.0,2.0,2.8,3.5
2213,sub108,Human,Migrant Workers,clarity_hum_mw_04_1,5,5.0,2.0,2.8,3.5
2330,sub108,Human,Migrant Workers,clarity_hum_mw_05_1,4,5.0,2.0,2.8,3.5
2447,sub108,Human,Women Drivers,clarity_hum_wd_01_1,5,5.0,2.0,2.8,3.5
2564,sub108,Human,Women Drivers,clarity_hum_wd_02_1,5,5.0,2.0,2.8,3.5
2681,sub108,Human,Women Drivers,clarity_hum_wd_03_1,4,5.0,2.0,2.8,3.5
2798,sub108,Human,Women Drivers,clarity_hum_wd_04_1,4,5.0,2.0,2.8,3.5
2915,sub108,Human,Women Drivers,clarity_hum_wd_05_1,4,5.0,2.0,2.8,3.5
3032,sub108,Human,Young Drivers,clarity_hum_yd_01_1,5,5.0,2.0,2.8,3.5
3149,sub108,Human,Young Drivers,clarity_hum_yd_02_1,4,5.0,2.0,2.8,3.5
3266,sub108,Human,Young Drivers,clarity_hum_yd_03_1,4,5.0,2.0,2.8,3.5
3383,sub108,Human,Young Drivers,clarity_hum_yd_04_1,5,5.0,2.0,2.8,3.5
3500,sub108,Human,Young Drivers,clarity_hum_yd_05_1,5,5.0,2.0,2.8,3.5
108,sub109,AI,Migrant Workers,clarity_ai_mw_01_1 ,5,5.0,3.25,2.4,3.5
225,sub109,AI,Migrant Workers,clarity_ai_mw_02_1,5,5.0,3.25,2.4,3.5
342,sub109,AI,Migrant Workers,clarity_ai_mw_03_1,5,5.0,3.25,2.4,3.5
459,sub109,AI,Migrant Workers,clarity_ai_mw_04_1,5,5.0,3.25,2.4,3.5
576,sub109,AI,Migrant Workers,clarity_ai_mw_05_1,5,5.0,3.25,2.4,3.5
693,sub109,AI,Women Drivers,clarity_ai_wd_01_1,5,5.0,3.25,2.4,3.5
810,sub109,AI,Women Drivers,clarity_ai_wd_02_1,4,5.0,3.25,2.4,3.5
927,sub109,AI,Women Drivers,clarity_ai_wd_03_1,4,5.0,3.25,2.4,3.5
1044,sub109,AI,Women Drivers,clarity_ai_wd_04_1,4,5.0,3.25,2.4,3.5
1161,sub109,AI,Women Drivers,clarity_ai_wd_05_1,4,5.0,3.25,2.4,3.5
1278,sub109,AI,Young Drivers,clarity_ai_yd_01_1,5,5.0,3.25,2.4,3.5
1395,sub109,AI,Young Drivers,clarity_ai_yd_02_1,5,5.0,3.25,2.4,3.5
1512,sub109,AI,Young Drivers,clarity_ai_yd_03_1,3,5.0,3.25,2.4,3.5
1629,sub109,AI,Young Drivers,clarity_ai_yd_04_1,4,5.0,3.25,2.4,3.5
1746,sub109,AI,Young Drivers,clarity_ai_yd_05_1,5,5.0,3.25,2.4,3.5
1863,sub109,Human,Migrant Workers,clarity_hum_mw_01_1,5,5.0,3.25,2.4,3.5
